,Date,Time,Weather & Air Temp:,Water Temp:,Corrected Water Temp:,Water Temp Probe,pH,Corrected pH,pH Probe,DO,Corrected DO,DO Probe,Turbidity,Turbidity Probe (NTU),Salinity,Corrected Salinity,Salinity Probe,Tide is moving,Tide Times,# Hauls,Corrected # Hauls,Common Name,Corrected Common Name,Grouped Corrected Common Name,Quantity,Corrected Quantity,Scientific Name,Instructors/ Seine Staff:,# student seiners (CLASSES ONLY),# of visitors (Public Seine ONLY),# Brought to Ed Center,"Other info (Gender, Length, Dead/Alive, other physical description)",NOTES FROM SEINEING SEASON:,NOTES FROM SEINE:
782,2017-06-03,10:00 AM- 11:30 AM,"68 F @ 9:45 AM, Cloudy","59 F @ 9 AM, 62 F @ 10 AM",59.0,,did not perform,,,9,9.0,,"20.4 cm, 40 NTU",,22 ppt (w/ hydrometer and refractometer),22.0,,OUT,"High Tide: 4:53 AM, Low Tide: 10:54 AM",between 10-14 (two nets going at once),10,oyster drill snail,oyster drill snail,sea snail,1,1,,"Peter Park, Haley, Shad, Isa, Christina, 2 BBPC volunteers, 3 Nyack Fishing Club, 3 Summer Associates",,118,,,,
783,2017-06-03,10:00 AM- 11:30 AM,"68 F @ 9:45 AM, Cloudy","59 F @ 9 AM, 62 F @ 10 AM",59.0,,did not perform,,,9,9.0,,"20.4 cm, 40 NTU",,22 ppt (w/ hydrometer and refractometer),22.0,,OUT,"High Tide: 4:53 AM, Low Tide: 10:54 AM",between 10-14 (two nets going at once),10,yoy blue crab,blue crab,blue crab,1,1,,"Peter Park, Haley, Shad, Isa, Christina, 2 BBPC volunteers, 3 Nyack Fishing Club, 3 Summer Associates",,118,,Male,,
784,2017-06-03,10:00 AM- 11:30 AM,"68 F @ 9:45 AM, Cloudy","59 F @ 9 AM, 62 F @ 10 AM",59.0,,did not perform,,,9,9.0,,"20.4 cm, 40 NTU",,22 ppt (w/ hydrometer and refractometer),22.0,,OUT,"High Tide: 4:53 AM, Low Tide: 10:54 AM",between 10-14 (two nets going at once),10,asian shore crabs,asian shore crab,asian shore crab,2,2,,"Peter Park, Haley, Shad, Isa, Christina, 2 BBPC volunteers, 3 Nyack Fishing Club, 3 Summer Associates",,118,,Pregnant females,,
785,2017-06-03,10:00 AM- 11:30 AM,"68 F @ 9:45 AM, Cloudy","59 F @ 9 AM, 62 F @ 10 AM",59.0,,did not perform,,,9,9.0,,"20.4 cm, 40 NTU",,22 ppt (w/ hydrometer and refractometer),22.0,,OUT,"High Tide: 4:53 AM, Low Tide: 10:54 AM",between 10-14 (two nets going at once),10,snail eggs,unidentified snail eggs,sea snail,unknown,1,,"Peter Park, Haley, Shad, Isa, Christina, 2 BBPC volunteers, 3 Nyack Fishing Club, 3 Summer Associates",,118,,"On a blade of algae, possibly 15-20 eggs",,
786,2017-06-03,10:00 AM- 11:30 AM,"68 F @ 9:45 AM, Cloudy","59 F @ 9 AM, 62 F @ 10 AM",59.0,,did not perform,,,9,9.0,,"20.4 cm, 40 NTU",,22 ppt (w/ hydrometer and refractometer),22.0,,OUT,"High Tide: 4:53 AM, Low Tide: 10:54 AM",between 10-14 (two nets going at once),10,shore shrimp,shore shrimp,shrimp,2,2,,"Peter Park, Haley, Shad, Isa, Christina, 2 BBPC volunteers, 3 Nyack Fishing Club, 3 Summer Associates",,118,2,,,
787,2017-06-09,3:30 PM- 5:00 PM,"90 F @ 3PM, 81 F @ 5 PM","66 F @ 3 PM, 63 F @ 5PM",66.0,,"7, 7 (two tests by students)",7.0,,"4, 0 (two tests by students)",4.0,,Did not perform,,"23, 22 ppt",23.0,,IN,"High Tide: 9:44 PM, Low Tide: 3:23 PM",unknown,,mud snail,mud snail,sea snail,2,2,,"Christina, Isa, Haley, Eliza",8 (St. Francis After School) plus few from YES Sympossium,,2,,,
788,2017-06-09,3:30 PM- 5:00 PM,"90 F @ 3PM, 81 F @ 5 PM","66 F @ 3 PM, 63 F @ 5PM",66.0,,"7, 7 (two tests by students)",7.0,,"4, 0 (two tests by students)",4.0,,Did not perform,,"23, 22 ppt",23.0,,IN,"High Tide: 9:44 PM, Low Tide: 3:23 PM",unknown,,sand shrimp,sand shrimp,shrimp,16,16,,"Christina, Isa, Haley, Eliza",8 (St. Francis After School) plus few from YES Sympossium,,16,,,
789,2017-06-09,3:30 PM- 5:00 PM,"90 F @ 3PM, 81 F @ 5 PM","66 F @ 3 PM, 63 F @ 5PM",66.0,,"7, 7 (two tests by students)",7.0,,"4, 0 (two tests by students)",4.0,,Did not perform,,"23, 22 ppt",23.0,,IN,"High Tide: 9:44 PM, Low Tide: 3:23 PM",unknown,,glass shrimp shore shrimp,grass shrimp shore shrimp,shrimp,1,1,,"Christina, Isa, Haley, Eliza",8 (St. Francis After School) plus few from YES Sympossium,,1,,,
790,2017-06-09,3:30 PM- 5:00 PM,"90 F @ 3PM, 81 F @ 5 PM","66 F @ 3 PM, 63 F @ 5PM",66.0,,"7, 7 (two tests by students)",7.0,,"4, 0 (two tests by students)",4.0,,Did not perform,,"23, 22 ppt",23.0,,IN,"High Tide: 9:44 PM, Low Tide: 3:23 PM",unknown,,asian shore crabs,asian shore crab,asian shore crab,1,1,,"Christina, Isa, Haley, Eliza",8 (St. Francis After School) plus few from YES Sympossium,,,,,
791,2017-06-09,3:30 PM- 5:00 PM,"90 F @ 3PM, 81 F @ 5 PM","66 F @ 3 PM, 63 F @ 5PM",66.0,,"7, 7 (two tests by students)",7.0,,"4, 0 (two tests by students)",4.0,,Did not perform,,"23, 22 ppt",23.0,,IN,"High Tide: 9:44 PM, Low Tide: 3:23 PM",unknown,,pipefish,northern pipefish,northern pipefish,2,2,,"Christina, Isa, Haley, Eliza",8 (St. Francis After School) plus few from YES Sympossium,,,pregnant female 12 cm,,
792,2017-06-09,3:30 PM- 5:00 PM,"90 F @ 3PM, 81 F @ 5 PM","66 F @ 3 PM, 63 F @ 5PM",66.0,,"7, 7 (two tests by students)",7.0,,"4, 0 (two tests by students)",4.0,,Did not perform,,"23, 22 ppt",23.0,,IN,"High Tide: 9:44 PM, Low Tide: 3:23 PM",unknown,,striped bass,striped bass,striped bass,1,1,,"Christina, Isa, Haley, Eliza",8 (St. Francis After School) plus few from YES Sympossium,,1,10 cm,"During several seines throughtout the summer, many YOY clupeid species were caught and difficult to identify. In a lab, one fish was identified as American Shad, the other as Blueback Herring. The two species are very difficult to distinguish unless opened up to observe the peritoneum.                             Species with an astirik * are listed with best educated guess, but not certainty.",
793,2017-06-09,3:30 PM- 5:00 PM,"90 F @ 3PM, 81 F @ 5 PM","66 F @ 3 PM, 63 F @ 5PM",66.0,,"7, 7 (two tests by students)",7.0,,"4, 0 (two tests by students)",4.0,,Did not perform,,"23, 22 ppt",23.0,,IN,"High Tide: 9:44 PM, Low Tide: 3:23 PM",unknown,,comb jelly,comb jelly,comb jelly,20,20,,"Christina, Isa, Haley, Eliza",8 (St. Francis After School) plus few from YES Sympossium,,,,,
794,2017-06-09,3:30 PM- 5:00 PM,"90 F @ 3PM, 81 F @ 5 PM","66 F @ 3 PM, 63 F @ 5PM",66.0,,"7, 7 (two tests by students)",7.0,,"4, 0 (two tests by students)",4.0,,Did not perform,,"23, 22 ppt",23.0,,IN,"High Tide: 9:44 PM, Low Tide: 3:23 PM",unknown,,yoy blueback herring,blueback herring,herring,38,38,,"Christina, Isa, Haley, Eliza",8 (St. Francis After School) plus few from YES Sympossium,,,,,
795,2017-06-09,3:30 PM- 5:00 PM,"90 F @ 3PM, 81 F @ 5 PM","66 F @ 3 PM, 63 F @ 5PM",66.0,,"7, 7 (two tests by students)",7.0,,"4, 0 (two tests by students)",4.0,,Did not perform,,"23, 22 ppt",23.0,,IN,"High Tide: 9:44 PM, Low Tide: 3:23 PM",unknown,,bay anchovy,bay anchovy,bay anchovy,1,1,,"Christina, Isa, Haley, Eliza",8 (St. Francis After School) plus few from YES Sympossium,,,6 cm,,
796,2017-06-10,9:30 AM- 11:30 PM,75 F,73 F,73.0,,8,8.0,,0,0.0,,Did not perform,,21 ppt,21.0,,OUT,"High Tide: 5:55 AM, Low Tide: 11:45 AM",at least 10,10,sandworm,sandworm,polychaete worm,1,1,,"Christina, Isa, Eliza, Haley, 4 SA, Laura",students too young,,,,,
797,2017-06-10,9:30 AM- 11:30 PM,75 F,73 F,73.0,,8,8.0,,0,0.0,,Did not perform,,21 ppt,21.0,,OUT,"High Tide: 5:55 AM, Low Tide: 11:45 AM",at least 10,10,sea squirts,sea squirt,tunicates,TMTC,30,,"Christina, Isa, Eliza, Haley, 4 SA, Laura",students too young,,,,,
798,2017-06-10,9:30 AM- 11:30 PM,75 F,73 F,73.0,,8,8.0,,0,0.0,,Did not perform,,21 ppt,21.0,,OUT,"High Tide: 5:55 AM, Low Tide: 11:45 AM",at least 10,10,comb jelly,comb jelly,comb jelly,TMTC,30,,"Christina, Isa, Eliza, Haley, 4 SA, Laura",students too young,,,,,
799,2017-06-10,9:30 AM- 11:30 PM,75 F,73 F,73.0,,8,8.0,,0,0.0,,Did not perform,,21 ppt,21.0,,OUT,"High Tide: 5:55 AM, Low Tide: 11:45 AM",at least 10,10,moon jelly,moon jelly,jellyfish,1,1,,"Christina, Isa, Eliza, Haley, 4 SA, Laura",students too young,,,,,
800,2017-06-10,9:30 AM- 11:30 PM,75 F,73 F,73.0,,8,8.0,,0,0.0,,Did not perform,,21 ppt,21.0,,OUT,"High Tide: 5:55 AM, Low Tide: 11:45 AM",at least 10,10,mussel,unidentified mussel,mussel,2,2,,"Christina, Isa, Eliza, Haley, 4 SA, Laura",students too young,,,"2 alive, additional mussel & clam shells found",,
801,2017-06-10,9:30 AM- 11:30 PM,75 F,73 F,73.0,,8,8.0,,0,0.0,,Did not perform,,21 ppt,21.0,,OUT,"High Tide: 5:55 AM, Low Tide: 11:45 AM",at least 10,10,oyster drill,oyster drill snail,sea snail,7,7,,"Christina, Isa, Eliza, Haley, 4 SA, Laura",students too young,,,,,
802,2017-06-10,9:30 AM- 11:30 PM,75 F,73 F,73.0,,8,8.0,,0,0.0,,Did not perform,,21 ppt,21.0,,OUT,"High Tide: 5:55 AM, Low Tide: 11:45 AM",at least 10,10,glass shrimp,shore shrimp,shrimp,7,7,,"Christina, Isa, Eliza, Haley, 4 SA, Laura",students too young,,7,,,
803,2017-06-10,9:30 AM- 11:30 PM,75 F,73 F,73.0,,8,8.0,,0,0.0,,Did not perform,,21 ppt,21.0,,OUT,"High Tide: 5:55 AM, Low Tide: 11:45 AM",at least 10,10,sand shrimp,sand shrimp,shrimp,2,2,,"Christina, Isa, Eliza, Haley, 4 SA, Laura",students too young,,2,,,
804,2017-06-10,9:30 AM- 11:30 PM,75 F,73 F,73.0,,8,8.0,,0,0.0,,Did not perform,,21 ppt,21.0,,OUT,"High Tide: 5:55 AM, Low Tide: 11:45 AM",at least 10,10,asian shore crab,asian shore crab,asian shore crab,3,3,,"Christina, Isa, Eliza, Haley, 4 SA, Laura",students too young,,,,"During several seines throughtout the summer, many YOY clupeid species were caught and difficult to identify. In a lab, one fish was identified as American Shad, the other as Blueback Herring. The two species are very difficult to distinguish unless opened up to observe the peritoneum.                             Species with an astirik * are listed with best educated guess, but not certainty.",
805,2017-06-10,9:30 AM- 11:30 PM,75 F,73 F,73.0,,8,8.0,,0,0.0,,Did not perform,,21 ppt,21.0,,OUT,"High Tide: 5:55 AM, Low Tide: 11:45 AM",at least 10,10,blue crab,blue crab,blue crab,2,2,,"Christina, Isa, Eliza, Haley, 4 SA, Laura",students too young,,,"1 small YOY with visible swimmers, 1 species uncertain",,
806,2017-06-10,9:30 AM- 11:30 PM,75 F,73 F,73.0,,8,8.0,,0,0.0,,Did not perform,,21 ppt,21.0,,OUT,"High Tide: 5:55 AM, Low Tide: 11:45 AM",at least 10,10,pipefish,northern pipefish,northern pipefish,1,1,,"Christina, Isa, Eliza, Haley, 4 SA, Laura",students too young,,1,,,
807,2017-06-10,9:30 AM- 11:30 PM,75 F,73 F,73.0,,8,8.0,,0,0.0,,Did not perform,,21 ppt,21.0,,OUT,"High Tide: 5:55 AM, Low Tide: 11:45 AM",at least 10,10,blueback herring,blueback herring,herring,5,5,,"Christina, Isa, Eliza, Haley, 4 SA, Laura",students too young,,,,,
808,2017-06-10,9:30 AM- 11:30 PM,75 F,73 F,73.0,,8,8.0,,0,0.0,,Did not perform,,21 ppt,21.0,,OUT,"High Tide: 5:55 AM, Low Tide: 11:45 AM",at least 10,10,mud snail,mud snail,sea snail,6,6,,"Christina, Isa, Eliza, Haley, 4 SA, Laura",students too young,,6,,,
809,2017-06-18,9:30 AM- 11:00 AM,77 F/ Sunny,70 F,70.0,,7,7.0,,4,4.0,,Did not perform,,27,27.0,,OUT/IN,"High Tide: 3:05 AM, Low Tide: 10:04 AM",15,15,asian shore crab,asian shore crab,asian shore crab,2,2,,"Peter Park, 11 seiners",,9,,,,
810,2017-06-18,9:30 AM- 11:00 AM,77 F/ Sunny,70 F,70.0,,7,7.0,,4,4.0,,Did not perform,,27,27.0,,OUT/IN,"High Tide: 3:05 AM, Low Tide: 10:04 AM",15,15,moon jelly,moon jelly,jellyfish,1,1,,"Peter Park, 11 seiners",,9,,,,
811,2017-06-18,9:30 AM- 11:00 AM,77 F/ Sunny,70 F,70.0,,7,7.0,,4,4.0,,Did not perform,,27,27.0,,OUT/IN,"High Tide: 3:05 AM, Low Tide: 10:04 AM",15,15,glass shrimp,shore shrimp,shrimp,1,1,,"Peter Park, 11 seiners",,9,,,,
812,2017-06-18,9:30 AM- 11:00 AM,77 F/ Sunny,70 F,70.0,,7,7.0,,4,4.0,,Did not perform,,27,27.0,,OUT/IN,"High Tide: 3:05 AM, Low Tide: 10:04 AM",15,15,sand shrimp,sand shrimp,shrimp,1,1,,"Peter Park, 11 seiners",,9,,,,
813,2017-06-18,9:30 AM- 11:00 AM,77 F/ Sunny,70 F,70.0,,7,7.0,,4,4.0,,Did not perform,,27,27.0,,OUT/IN,"High Tide: 3:05 AM, Low Tide: 10:04 AM",15,15,mud snail,mud snail,sea snail,2,2,,"Peter Park, 11 seiners",,9,,,"During several seines throughtout the summer, many YOY clupeid species were caught and difficult to identify. In a lab, one fish was identified as American Shad, the other as Blueback Herring. The two species are very difficult to distinguish unless opened up to observe the peritoneum.                             Species with an astirik * are listed with best educated guess, but not certainty.",
814,2017-06-18,9:30 AM- 11:00 AM,77 F/ Sunny,70 F,70.0,,7,7.0,,4,4.0,,Did not perform,,27,27.0,,OUT/IN,"High Tide: 3:05 AM, Low Tide: 10:04 AM",15,15,blueback herring,blueback herring,herring,23,23,,"Peter Park, 11 seiners",,9,,,,
815,2017-06-18,9:30 AM- 11:00 AM,77 F/ Sunny,70 F,70.0,,7,7.0,,4,4.0,,Did not perform,,27,27.0,,OUT/IN,"High Tide: 3:05 AM, Low Tide: 10:04 AM",15,15,comb jelly,comb jelly,comb jelly,20 +,20,,"Peter Park, 11 seiners",,9,,,,
816,2017-06-18,9:30 AM- 11:00 AM,77 F/ Sunny,70 F,70.0,,7,7.0,,4,4.0,,Did not perform,,27,27.0,,OUT/IN,"High Tide: 3:05 AM, Low Tide: 10:04 AM",15,15,lady crab,lady crab,lady crab,1,1,,"Peter Park, 11 seiners",,9,,,,
817,2017-06-25,4:00 PM- 5:00 PM,80 F/ Sun with clouds,Did not perform,,,did not perform,,,did not perform,,,did not perform,,did not perform,,,OUT,"High Tide: 10:35 PM, Low Tide: 4:12 PM",18,18,sand shrimp,sand shrimp,shrimp,25,25,,"Cynthia, Haley, Laura, Sarah, Isa",,30?,1,alive,,
818,2017-06-25,4:00 PM- 5:00 PM,80 F/ Sun with clouds,Did not perform,,,did not perform,,,did not perform,,,did not perform,,did not perform,,,OUT,"High Tide: 10:35 PM, Low Tide: 4:12 PM",18,18,winter flounder,winter flounder,flatfish,2,2,,"Cynthia, Haley, Laura, Sarah, Isa",,30?,,alive,,
819,2017-06-25,4:00 PM- 5:00 PM,80 F/ Sun with clouds,Did not perform,,,did not perform,,,did not perform,,,did not perform,,did not perform,,,OUT,"High Tide: 10:35 PM, Low Tide: 4:12 PM",18,18,comb jelly,comb jelly,comb jelly,5,5,,"Cynthia, Haley, Laura, Sarah, Isa",,30?,,,,
820,2017-06-25,4:00 PM- 5:00 PM,80 F/ Sun with clouds,Did not perform,,,did not perform,,,did not perform,,,did not perform,,did not perform,,,OUT,"High Tide: 10:35 PM, Low Tide: 4:12 PM",18,18,mud crab,mud crab,mud crab,1,1,,"Cynthia, Haley, Laura, Sarah, Isa",,30?,,,,
821,2017-06-25,4:00 PM- 5:00 PM,80 F/ Sun with clouds,Did not perform,,,did not perform,,,did not perform,,,did not perform,,did not perform,,,OUT,"High Tide: 10:35 PM, Low Tide: 4:12 PM",18,18,blue crab,blue crab,blue crab,1,1,,"Cynthia, Haley, Laura, Sarah, Isa",,30?,,alive,,
822,2017-06-25,4:00 PM- 5:00 PM,80 F/ Sun with clouds,Did not perform,,,did not perform,,,did not perform,,,did not perform,,did not perform,,,OUT,"High Tide: 10:35 PM, Low Tide: 4:12 PM",18,18,herring,unidentified herring,herring,1,1,,"Cynthia, Haley, Laura, Sarah, Isa",,30?,,"wasn't doing well, let go before proper ID",,
823,2017-07-06,11:30 AM,84 F / Cloudy,78 F ,78.0,,7.8,7.8,,6,6.0,,"20 cm , 30 NTU",,21,21.0,,OUT,High Tide: 7:47AM Low Tide: 1:25AM,12+,12,shore shrimp,shore shrimp,shrimp,1,1,,"Haley, Christina, Isa, Eliza, Shad",,N/A                           Tank Stocking Day,1,,,
824,2017-07-06,11:30 AM,84 F / Cloudy,78 F ,78.0,,7.8,7.8,,6,6.0,,"20 cm , 30 NTU",,21,21.0,,OUT,High Tide: 7:47AM Low Tide: 1:25AM,12+,12,menhaden,atlantic menhaden,atlantic menhaden,1,1,,"Haley, Christina, Isa, Eliza, Shad",,N/A                           Tank Stocking Day,0,,,
825,2017-07-06,11:30 AM,84 F / Cloudy,78 F ,78.0,,7.8,7.8,,6,6.0,,"20 cm , 30 NTU",,21,21.0,,OUT,High Tide: 7:47AM Low Tide: 1:25AM,12+,12,oyster drill snail,oyster drill snail,sea snail,2,2,,"Haley, Christina, Isa, Eliza, Shad",,N/A                           Tank Stocking Day,2,,,
826,2017-07-06,11:30 AM,84 F / Cloudy,78 F ,78.0,,7.8,7.8,,6,6.0,,"20 cm , 30 NTU",,21,21.0,,OUT,High Tide: 7:47AM Low Tide: 1:25AM,12+,12,mud snail,mud snail,sea snail,3,3,,"Haley, Christina, Isa, Eliza, Shad",,N/A                           Tank Stocking Day,3,,,
827,2017-07-06,11:30 AM,84 F / Cloudy,78 F ,78.0,,7.8,7.8,,6,6.0,,"20 cm , 30 NTU",,21,21.0,,OUT,High Tide: 7:47AM Low Tide: 1:25AM,12+,12,tautog,tautog,tautog,1,1,,"Haley, Christina, Isa, Eliza, Shad",,N/A                           Tank Stocking Day,1,,,
828,2017-07-06,11:30 AM,84 F / Cloudy,78 F ,78.0,,7.8,7.8,,6,6.0,,"20 cm , 30 NTU",,21,21.0,,OUT,High Tide: 7:47AM Low Tide: 1:25AM,12+,12,oyster toad fish,oyster toadfish,oyster toadfish,1,1,,"Haley, Christina, Isa, Eliza, Shad",,N/A                           Tank Stocking Day,1,,,
829,2017-07-06,11:30 AM,84 F / Cloudy,78 F ,78.0,,7.8,7.8,,6,6.0,,"20 cm , 30 NTU",,21,21.0,,OUT,High Tide: 7:47AM Low Tide: 1:25AM,12+,12,comb jellies,comb jelly,comb jelly,TMTC,30,,"Haley, Christina, Isa, Eliza, Shad",,N/A                           Tank Stocking Day,,An extreme amount of jellies and red algae!!,,
830,2017-07-06,11:30 AM,84 F / Cloudy,78 F ,78.0,,7.8,7.8,,6,6.0,,"20 cm , 30 NTU",,21,21.0,,OUT,High Tide: 7:47AM Low Tide: 1:25AM,12+,12,yoy herring,unidentified herring,herring,4,4,,"Haley, Christina, Isa, Eliza, Shad",,N/A                           Tank Stocking Day,0,,,
831,2017-07-15,6:00 PM,"85 F, Sunny",75 F,75.0,,7.5,7.5,,6,6.0,,20 NTU,,26,26.0,,OUT,High Tide: 1:45 PM Low Tide: 8:00 PM,11,11,tautog,tautog,tautog,1,1,,"Cynthia, Volunteer, Eliza, Laura, Ethan, CMT",,34,1,line catch,,
832,2017-07-15,6:00 PM,"85 F, Sunny",75 F,75.0,,7.5,7.5,,6,6.0,,20 NTU,,26,26.0,,OUT,High Tide: 1:45 PM Low Tide: 8:00 PM,11,11,yoy striped bass,striped bass,striped bass,5,5,,"Cynthia, Volunteer, Eliza, Laura, Ethan, CMT",,34,5,,,
833,2017-07-15,6:00 PM,"85 F, Sunny",75 F,75.0,,7.5,7.5,,6,6.0,,20 NTU,,26,26.0,,OUT,High Tide: 1:45 PM Low Tide: 8:00 PM,11,11,sea squirt,sea squirt,tunicates,1,1,,"Cynthia, Volunteer, Eliza, Laura, Ethan, CMT",,34,,,,
834,2017-07-15,6:00 PM,"85 F, Sunny",75 F,75.0,,7.5,7.5,,6,6.0,,20 NTU,,26,26.0,,OUT,High Tide: 1:45 PM Low Tide: 8:00 PM,11,11,tunicate sponge,tunicate,tunicates,1 colony,1,,"Cynthia, Volunteer, Eliza, Laura, Ethan, CMT",,34,,,,
835,2017-07-15,6:00 PM,"85 F, Sunny",75 F,75.0,,7.5,7.5,,6,6.0,,20 NTU,,26,26.0,,OUT,High Tide: 1:45 PM Low Tide: 8:00 PM,11,11,cunner,cunner,cunner,1,1,,"Cynthia, Volunteer, Eliza, Laura, Ethan, CMT",,34,1,line catch,,
836,2017-07-15,6:00 PM,"85 F, Sunny",75 F,75.0,,7.5,7.5,,6,6.0,,20 NTU,,26,26.0,,OUT,High Tide: 1:45 PM Low Tide: 8:00 PM,11,11,black sea bass,black sea bass,black sea bass,1,1,,"Cynthia, Volunteer, Eliza, Laura, Ethan, CMT",,34,1,line catch,,
837,2017-07-15,6:00 PM,"85 F, Sunny",75 F,75.0,,7.5,7.5,,6,6.0,,20 NTU,,26,26.0,,OUT,High Tide: 1:45 PM Low Tide: 8:00 PM,11,11,american eel,american eel,american eel,1,1,,"Cynthia, Volunteer, Eliza, Laura, Ethan, CMT",,34,,line catch,,
838,2017-07-15,6:00 PM,"85 F, Sunny",75 F,75.0,,7.5,7.5,,6,6.0,,20 NTU,,26,26.0,,OUT,High Tide: 1:45 PM Low Tide: 8:00 PM,11,11,alewife,alewife,herring,5,5,,"Cynthia, Volunteer, Eliza, Laura, Ethan, CMT",,34,,Alive,,
839,2017-07-15,6:00 PM,"85 F, Sunny",75 F,75.0,,7.5,7.5,,6,6.0,,20 NTU,,26,26.0,,OUT,High Tide: 1:45 PM Low Tide: 8:00 PM,11,11,blue fish,bluefish,bluefish,1,1,,"Cynthia, Volunteer, Eliza, Laura, Ethan, CMT",,34,,,,
840,2017-07-15,6:00 PM,"85 F, Sunny",75 F,75.0,,7.5,7.5,,6,6.0,,20 NTU,,26,26.0,,OUT,High Tide: 1:45 PM Low Tide: 8:00 PM,11,11,moon jelly,moon jelly,jellyfish,2,2,,"Cynthia, Volunteer, Eliza, Laura, Ethan, CMT",,34,,,,
841,2017-07-15,6:00 PM,"85 F, Sunny",75 F,75.0,,7.5,7.5,,6,6.0,,20 NTU,,26,26.0,,OUT,High Tide: 1:45 PM Low Tide: 8:00 PM,11,11,shore shrimp,shore shrimp,shrimp,2,2,,"Cynthia, Volunteer, Eliza, Laura, Ethan, CMT",,34,1,pugio,,
842,2017-07-15,6:00 PM,"85 F, Sunny",75 F,75.0,,7.5,7.5,,6,6.0,,20 NTU,,26,26.0,,OUT,High Tide: 1:45 PM Low Tide: 8:00 PM,11,11,comb jelly,comb jelly,comb jelly,TMTC,30,,"Cynthia, Volunteer, Eliza, Laura, Ethan, CMT",,34,,,,
843,2017-07-15,6:00 PM,"85 F, Sunny",75 F,75.0,,7.5,7.5,,6,6.0,,20 NTU,,26,26.0,,OUT,High Tide: 1:45 PM Low Tide: 8:00 PM,11,11,blue crab,blue crab,blue crab,1,1,,"Cynthia, Volunteer, Eliza, Laura, Ethan, CMT",,34,1,Female,,
844,2017-07-15,6:00 PM,"85 F, Sunny",75 F,75.0,,7.5,7.5,,6,6.0,,20 NTU,,26,26.0,,OUT,High Tide: 1:45 PM Low Tide: 8:00 PM,11,11,atlantic silverside,atlantic silverside,atlantic silverside,5,5,,"Cynthia, Volunteer, Eliza, Laura, Ethan, CMT",,34,5,,,
845,2017-07-19,10:30 AM,76 F,82 F,82.0,,7 (4 TESTS),7.0,,"3,4 (2 TESTS)",3.0,,10 NTU?,,"23,24,20,28 AVERAGE: 24 ",23.0,,OUT,High Tide: 5:32 AM Low Tide: 11:23AM,unknown ,,mud snails,mud snail,sea snail,2,2,,"Laura, Eliza, Zebeda, Shad, Isa",St. Francis 20 seiners,,2,,,
846,2017-07-19,10:30 AM,76 F,82 F,82.0,,7 (4 TESTS),7.0,,"3,4 (2 TESTS)",3.0,,10 NTU?,,"23,24,20,28 AVERAGE: 24 ",23.0,,OUT,High Tide: 5:32 AM Low Tide: 11:23AM,unknown ,,sandworm,sandworm,polychaete worm,1,1,,"Laura, Eliza, Zebeda, Shad, Isa",St. Francis 20 seiners,,,,,
847,2017-07-19,10:30 AM,76 F,82 F,82.0,,7 (4 TESTS),7.0,,"3,4 (2 TESTS)",3.0,,10 NTU?,,"23,24,20,28 AVERAGE: 24 ",23.0,,OUT,High Tide: 5:32 AM Low Tide: 11:23AM,unknown ,,sand shrimp,sand shrimp,shrimp,1,1,,"Laura, Eliza, Zebeda, Shad, Isa",St. Francis 20 seiners,,1,,,
848,2017-07-19,10:30 AM,76 F,82 F,82.0,,7 (4 TESTS),7.0,,"3,4 (2 TESTS)",3.0,,10 NTU?,,"23,24,20,28 AVERAGE: 24 ",23.0,,OUT,High Tide: 5:32 AM Low Tide: 11:23AM,unknown ,,shore shrimp,shore shrimp,shrimp,3,3,,"Laura, Eliza, Zebeda, Shad, Isa",St. Francis 20 seiners,,3,,,
849,2017-07-19,10:30 AM,76 F,82 F,82.0,,7 (4 TESTS),7.0,,"3,4 (2 TESTS)",3.0,,10 NTU?,,"23,24,20,28 AVERAGE: 24 ",23.0,,OUT,High Tide: 5:32 AM Low Tide: 11:23AM,unknown ,,atlantic tomcod,atlantic tomcod,atlantic tomcod,1,1,,"Laura, Eliza, Zebeda, Shad, Isa",St. Francis 20 seiners,,1,,,
850,2017-07-19,10:30 AM,76 F,82 F,82.0,,7 (4 TESTS),7.0,,"3,4 (2 TESTS)",3.0,,10 NTU?,,"23,24,20,28 AVERAGE: 24 ",23.0,,OUT,High Tide: 5:32 AM Low Tide: 11:23AM,unknown ,,comb jellys,comb jelly,comb jelly,50+,50,,"Laura, Eliza, Zebeda, Shad, Isa",St. Francis 20 seiners,,,,,
851,2017-07-19,10:30 AM,76 F,82 F,82.0,,7 (4 TESTS),7.0,,"3,4 (2 TESTS)",3.0,,10 NTU?,,"23,24,20,28 AVERAGE: 24 ",23.0,,OUT,High Tide: 5:32 AM Low Tide: 11:23AM,unknown ,,moon jellys,moon jelly,jellyfish,2,2,,"Laura, Eliza, Zebeda, Shad, Isa",St. Francis 20 seiners,,,,,
852,2017-07-19,10:30 AM,76 F,82 F,82.0,,7 (4 TESTS),7.0,,"3,4 (2 TESTS)",3.0,,10 NTU?,,"23,24,20,28 AVERAGE: 24 ",23.0,,OUT,High Tide: 5:32 AM Low Tide: 11:23AM,unknown ,,oyster drills,oyster drill snail,sea snail,8 +,8,,"Laura, Eliza, Zebeda, Shad, Isa",St. Francis 20 seiners,,ALL,,,
